Location,Date,Time,Traffic_Status
Prakasam,2025-04-06,21:05,High
Nellore,2025-11-23,08:56,Medium
East Godavari,2025-09-13,06:15,High
Guntur,2025-12-02,14:42,Medium
Vizianagaram,2025-08-21,12:17,Medium
Vizianagaram,2025-08-17,14:18,Medium
Chittoor,2025-10-15,08:51,Low
West Godavari,2025-08-03,15:14,Medium
Kurnool,2025-04-05,13:44,Low
Prakasam,2025-08-04,22:08,High
Prakasam,2025-08-15,03:05,Medium
Chittoor,2025-02-17,02:46,High
YSR Kadapa,2025-09-18,17:01,Low
Prakasam,2025-07-13,19:02,High
Guntur,2025-10-21,00:24,Low
Nellore,2025-04-01,03:13,High
West Godavari,2025-08-07,07:20,High
Guntur,2025-04-23,23:20,Medium
East Godavari,2025-01-23,01:04,Low
YSR Kadapa,2025-09-14,10:14,Medium
Srikakulam,2025-08-21,15:09,High
YSR Kadapa,2025-04-18,04:21,Low
YSR Kadapa,2025-09-13,17:17,High
East Godavari,2025-05-12,16:16,Low
West Godavari,2025-06-19,17:49,High
Kurnool,2025-03-12,21:55,Low
Visakhapatnam,2025-08-12,16:50,Low
Anantapur,2025-11-11,20:41,Low
Guntur,2025-10-11,22:49,High
Krishna,2025-05-15,18:51,High
Chittoor,2025-02-26,03:00,Medium
YSR Kadapa,2025-12-25,11:54,Medium
Krishna,2025-03-12,04:52,Medium
Vizianagaram,2025-07-09,22:48,Low
Prakasam,2025-06-19,10:36,Low
East Godavari,2025-11-23,02:52,Medium
Srikakulam,2025-11-27,20:49,High
Prakasam,2025-05-27,12:39,Medium
Kurnool,2025-07-12,21:11,High
Chittoor,2025-11-20,11:37,Low
East Godavari,2025-08-19,03:14,Medium
East Godavari,2025-04-24,18:54,Medium
Kurnool,2025-03-09,20:17,Medium
YSR Kadapa,2025-02-16,01:12,Low
Srikakulam,2025-11-17,02:33,Medium
Krishna,2025-06-27,15:07,High
Nellore,2025-11-19,23:56,High
Kurnool,2025-03-02,23:51,Medium
Kurnool,2025-01-17,04:53,High
Guntur,2025-06-12,13:18,Low
Guntur,2025-10-18,12:58,High
Srikakulam,2025-03-23,15:49,Low
Krishna,2025-03-09,16:57,Medium
YSR Kadapa,2025-08-12,23:15,Medium
Guntur,2025-11-18,12:24,Medium
Srikakulam,2025-10-09,13:39,High
East Godavari,2025-10-24,03:00,High
Nellore,2025-09-18,04:32,Low
Visakhapatnam,2025-11-19,05:43,Low
Nellore,2025-05-24,04:30,Low
YSR Kadapa,2025-06-08,21:27,Medium
Prakasam,2025-08-04,04:54,High
Chittoor,2025-06-19,00:54,Low
Chittoor,2025-03-22,21:35,Low
Anantapur,2025-04-15,00:38,High
West Godavari,2025-03-12,10:30,High
Guntur,2025-10-14,20:52,Low
East Godavari,2025-07-15,23:00,Medium
Nellore,2025-11-28,03:59,Medium
Anantapur,2025-08-26,06:25,Medium
Visakhapatnam,2025-05-13,12:57,Low
East Godavari,2025-07-24,22:22,High
Chittoor,2025-02-05,09:56,Medium
Prakasam,2025-01-24,00:04,High
Srikakulam,2025-09-25,20:52,Low
Krishna,2025-10-15,17:38,Low
Nellore,2025-02-28,17:48,Medium
Nellore,2025-01-06,03:51,Medium
Anantapur,2025-05-24,00:55,Low
Anantapur,2025-01-17,04:56,Medium
YSR Kadapa,2025-05-14,12:09,Medium
Krishna,2025-05-04,11:29,Low
Visakhapatnam,2025-05-19,21:09,Low
Prakasam,2025-08-03,22:23,Low
Srikakulam,2025-09-11,00:57,Low
YSR Kadapa,2025-06-24,03:41,Medium
Anantapur,2025-12-25,04:43,High
Prakasam,2025-06-04,06:09,Low
Prakasam,2025-05-11,09:42,Low
Chittoor,2025-03-25,14:24,Low
Nellore,2025-10-08,05:43,Low
Kurnool,2025-12-09,11:41,Medium
East Godavari,2025-01-15,20:51,Medium
Srikakulam,2025-07-04,16:08,High
Visakhapatnam,2025-06-22,23:19,High
Guntur,2025-11-02,13:02,Low
Kurnool,2025-06-24,07:47,High
Kurnool,2025-02-26,16:28,High
Srikakulam,2025-09-25,14:29,Low
Vizianagaram,2025-09-16,00:57,Low
Vizianagaram,2025-11-23,21:19,Medium
YSR Kadapa,2025-03-09,11:16,Low
Kurnool,2025-07-18,19:23,Low
Anantapur,2025-02-14,05:37,High
West Godavari,2025-05-24,21:50,High
Kurnool,2025-08-05,00:27,Medium
YSR Kadapa,2025-10-25,11:52,High
Krishna,2025-05-27,23:42,Low
Kurnool,2025-10-02,14:36,Low
Krishna,2025-11-07,19:43,High
Srikakulam,2025-01-07,19:08,High
YSR Kadapa,2025-01-05,01:36,Medium
Kurnool,2025-06-24,17:41,Medium
Kurnool,2025-02-17,14:21,Medium
Chittoor,2025-06-23,17:58,High
Srikakulam,2025-07-11,01:45,Medium
Srikakulam,2025-01-26,03:33,Medium
Nellore,2025-04-20,22:32,High
Chittoor,2025-12-14,11:51,High
Nellore,2025-11-01,04:41,High
Prakasam,2025-03-20,08:02,Medium
West Godavari,2025-07-13,10:48,High
Guntur,2025-07-25,04:03,High
Guntur,2025-06-24,19:55,High
Guntur,2025-12-03,01:25,Medium
Prakasam,2025-06-06,18:39,High
Visakhapatnam,2025-10-07,00:08,Low
East Godavari,2025-11-12,14:29,Low
Prakasam,2025-09-21,21:37,High
Nellore,2025-11-23,10:49,Low
Krishna,2025-10-28,23:12,High
Srikakulam,2025-02-25,07:17,Low
Vizianagaram,2025-10-20,01:40,Low
Chittoor,2025-08-02,01:26,Medium
Nellore,2025-07-21,08:18,High
Vizianagaram,2025-10-02,13:03,Low
West Godavari,2025-05-04,16:00,High
Visakhapatnam,2025-03-18,13:43,Medium
Chittoor,2025-10-07,12:50,Low
YSR Kadapa,2025-12-21,08:09,Low
YSR Kadapa,2025-02-14,20:54,Medium
Anantapur,2025-09-22,08:04,High
Vizianagaram,2025-08-11,12:53,Low
West Godavari,2025-07-05,23:12,Low
Srikakulam,2025-05-17,18:14,Medium
Prakasam,2025-03-14,15:51,High
Srikakulam,2025-08-25,12:24,Medium
Srikakulam,2025-12-15,15:56,Medium
Krishna,2025-03-20,13:00,Low
Vizianagaram,2025-09-06,19:53,Low
Visakhapatnam,2025-04-23,02:01,Low
East Godavari,2025-09-23,12:08,Medium
Visakhapatnam,2025-03-07,10:46,Medium
Nellore,2025-10-17,08:11,Low
Prakasam,2025-05-03,06:43,Low
Vizianagaram,2025-12-09,07:03,Low
Visakhapatnam,2025-11-05,17:13,High
Vizianagaram,2025-04-15,15:21,Low
Krishna,2025-01-22,12:09,Medium
Prakasam,2025-08-01,10:28,Low
Vizianagaram,2025-08-20,20:30,High
East Godavari,2025-06-07,04:01,High
YSR Kadapa,2025-06-25,13:09,Medium
West Godavari,2025-04-19,13:00,Medium
East Godavari,2025-02-03,11:26,Low
Guntur,2025-05-11,12:25,Low
Kurnool,2025-08-26,20:38,Medium
West Godavari,2025-07-23,01:15,Low
Chittoor,2025-07-27,20:41,High
Visakhapatnam,2025-10-27,19:44,Low
Nellore,2025-10-03,17:37,Low
YSR Kadapa,2025-04-23,16:45,High
Prakasam,2025-02-20,13:31,Low
Chittoor,2025-07-21,00:39,Medium
Prakasam,2025-01-01,06:51,Low
Guntur,2025-03-02,15:38,Medium
Vizianagaram,2025-09-21,08:55,High
Vizianagaram,2025-01-21,09:16,Medium
Guntur,2025-11-21,01:32,Low
Prakasam,2025-07-15,08:03,Low
Kurnool,2025-11-23,21:18,Medium
Chittoor,2025-04-05,09:43,Medium
Chittoor,2025-04-28,08:48,Medium
Prakasam,2025-11-20,16:29,Medium
Prakasam,2025-09-15,07:25,Medium
West Godavari,2025-11-22,19:09,Low
Prakasam,2025-10-16,10:22,Medium
West Godavari,2025-09-18,00:04,Low
Visakhapatnam,2025-09-26,20:05,Low
West Godavari,2025-08-11,05:19,Low
Krishna,2025-05-26,22:46,Low
Visakhapatnam,2025-07-08,08:40,High
Chittoor,2025-02-12,18:54,High
Kurnool,2025-05-16,15:30,Medium
Chittoor,2025-10-28,09:02,Low
Prakasam,2025-09-17,06:02,Low
East Godavari,2025-07-25,17:23,High
Vizianagaram,2025-09-17,19:14,High
Prakasam,2025-03-05,08:45,Medium
Visakhapatnam,2025-10-22,22:04,High
Srikakulam,2025-02-24,23:01,High
Visakhapatnam,2025-10-06,13:50,Low
West Godavari,2025-01-04,20:22,Low
Nellore,2025-08-08,21:46,Low
Kurnool,2025-07-22,19:17,Medium
West Godavari,2025-01-23,15:42,Low
East Godavari,2025-11-24,06:47,Low
Vizianagaram,2025-05-17,20:59,Low
Visakhapatnam,2025-06-18,12:11,Medium
West Godavari,2025-04-12,02:29,High
Chittoor,2025-08-04,10:28,High
Prakasam,2025-09-09,05:34,High
Vizianagaram,2025-10-02,19:27,Medium
Anantapur,2025-01-05,19:06,Medium
Kurnool,2025-06-25,17:50,High
Chittoor,2025-02-10,10:47,Low
Srikakulam,2025-10-08,02:52,Low
Guntur,2025-06-19,21:20,Low
Visakhapatnam,2025-01-19,10:28,High
East Godavari,2025-01-11,20:03,High
Kurnool,2025-06-18,23:19,Medium
West Godavari,2025-07-21,00:20,Medium
Kurnool,2025-11-08,13:25,Low
Visakhapatnam,2025-07-19,17:53,High
Vizianagaram,2025-12-08,15:06,High
Anantapur,2025-07-01,04:35,Medium
YSR Kadapa,2025-02-17,00:51,Low
Prakasam,2025-08-17,06:45,Low
Krishna,2025-04-19,23:32,Medium
Srikakulam,2025-03-28,08:13,Medium
Krishna,2025-12-10,07:39,High
Srikakulam,2025-04-27,00:41,Medium
Srikakulam,2025-11-06,06:09,Low
Chittoor,2025-01-28,09:46,Medium
Nellore,2025-01-10,08:39,Medium
East Godavari,2025-06-09,07:17,Medium
Anantapur,2025-08-12,19:06,High
East Godavari,2025-08-18,06:40,Low
Guntur,2025-05-11,22:44,High
Prakasam,2025-08-18,10:28,Low
Nellore,2025-07-18,00:10,High
Chittoor,2025-12-06,13:20,Low
Prakasam,2025-03-10,04:05,Low
East Godavari,2025-04-22,19:20,High
YSR Kadapa,2025-06-24,23:53,High
Chittoor,2025-08-15,04:35,Medium
Vizianagaram,2025-08-24,18:11,Low
Srikakulam,2025-08-10,23:20,High
Vizianagaram,2025-09-12,07:34,Medium
Anantapur,2025-04-01,02:15,Medium
Nellore,2025-03-24,02:07,Low
Prakasam,2025-12-20,02:18,High
Chittoor,2025-02-19,08:23,Medium
Visakhapatnam,2025-01-12,22:08,Medium
Nellore,2025-03-12,21:53,Medium
Visakhapatnam,2025-11-04,16:17,Medium
Visakhapatnam,2025-06-17,07:59,Low
Visakhapatnam,2025-03-27,22:51,Medium
Kurnool,2025-01-09,13:07,Low
West Godavari,2025-12-08,06:07,Low
Visakhapatnam,2025-11-27,01:27,High
YSR Kadapa,2025-08-08,22:33,Low
YSR Kadapa,2025-09-02,03:14,High
Kurnool,2025-06-21,18:32,Medium
Vizianagaram,2025-03-07,12:04,Medium
Kurnool,2025-05-13,13:11,Low
Vizianagaram,2025-09-07,21:33,Medium
Prakasam,2025-06-28,09:28,High
Chittoor,2025-10-05,08:34,Low
Visakhapatnam,2025-02-25,08:03,High
Visakhapatnam,2025-10-22,16:22,Medium
Prakasam,2025-10-08,05:05,High
West Godavari,2025-12-15,20:36,Low
YSR Kadapa,2025-04-11,21:06,Medium
Chittoor,2025-06-06,04:35,High
Srikakulam,2025-04-14,01:32,Medium
Chittoor,2025-02-11,16:48,Medium
Visakhapatnam,2025-05-08,20:00,Low
Krishna,2025-06-26,03:56,Medium
Vizianagaram,2025-09-16,15:21,Medium
Kurnool,2025-10-07,06:34,Low
Anantapur,2025-11-17,21:09,High
Chittoor,2025-02-13,03:23,High
Prakasam,2025-05-08,11:36,Medium
Krishna,2025-10-10,04:38,High
Guntur,2025-08-04,17:45,Low
Guntur,2025-08-05,21:45,Medium
Anantapur,2025-02-13,16:07,Medium
Srikakulam,2025-12-19,00:42,High
Guntur,2025-10-24,07:33,Medium
Chittoor,2025-02-16,12:53,Low
Srikakulam,2025-01-20,01:14,Low
Anantapur,2025-09-06,17:02,High
Srikakulam,2025-02-24,11:37,Low
Srikakulam,2025-03-21,18:47,Low
Guntur,2025-07-12,00:13,Low
Visakhapatnam,2025-08-08,09:48,High
West Godavari,2025-09-11,23:00,Low
East Godavari,2025-09-09,23:03,High
Nellore,2025-05-06,06:46,Low
Vizianagaram,2025-03-11,21:37,Low
Prakasam,2025-04-24,18:15,High
East Godavari,2025-06-04,14:28,Medium
Vizianagaram,2025-01-15,23:59,Low
Visakhapatnam,2025-07-06,00:29,Medium
YSR Kadapa,2025-01-03,00:58,Low
Kurnool,2025-11-09,08:21,Low
Chittoor,2025-01-14,10:08,Low
Chittoor,2025-02-20,22:19,High
YSR Kadapa,2025-10-20,06:09,Medium
Nellore,2025-04-17,06:51,Low
West Godavari,2025-12-28,12:58,Low
Chittoor,2025-08-16,11:37,Medium
Chittoor,2025-08-09,22:17,High
Kurnool,2025-11-12,09:39,High
Guntur,2025-02-17,03:54,Low
YSR Kadapa,2025-07-27,04:42,Low
West Godavari,2025-07-18,14:28,Medium
Anantapur,2025-09-12,02:11,Medium
East Godavari,2025-12-27,22:20,Low
Chittoor,2025-01-17,23:30,Medium
Srikakulam,2025-07-02,03:21,Medium
West Godavari,2025-12-08,03:01,Low
West Godavari,2025-12-22,08:37,Low
East Godavari,2025-01-08,10:35,Medium
Nellore,2025-07-02,22:34,High
Vizianagaram,2025-06-07,20:37,Low
Krishna,2025-02-06,10:17,Low
East Godavari,2025-01-17,16:27,High
Chittoor,2025-11-04,06:21,Medium
Prakasam,2025-09-02,16:22,Low
YSR Kadapa,2025-07-25,19:18,High
YSR Kadapa,2025-02-22,04:56,Low
Guntur,2025-05-26,05:28,High
Nellore,2025-03-22,20:53,Low
Visakhapatnam,2025-02-06,22:30,Low
YSR Kadapa,2025-07-03,19:55,Low
Visakhapatnam,2025-11-08,20:57,High
Nellore,2025-09-04,10:15,Medium
YSR Kadapa,2025-06-24,20:32,High
Prakasam,2025-08-22,11:41,Low
YSR Kadapa,2025-08-22,20:54,High
Guntur,2025-12-12,14:23,High
East Godavari,2025-05-17,22:32,Low
Vizianagaram,2025-03-01,11:01,High
Prakasam,2025-04-19,03:17,Low
Vizianagaram,2025-07-17,15:42,Medium
Guntur,2025-03-15,12:21,Medium
Prakasam,2025-03-14,14:05,Medium
Vizianagaram,2025-01-04,09:18,Low
Nellore,2025-05-10,19:49,Low
East Godavari,2025-08-26,13:17,High
Prakasam,2025-04-22,06:30,Low
Krishna,2025-08-06,09:17,Low
Visakhapatnam,2025-04-22,15:43,Low
Chittoor,2025-07-16,21:05,Medium
Guntur,2025-02-07,17:40,High
Kurnool,2025-06-07,19:30,Medium
West Godavari,2025-04-18,15:20,Medium
Nellore,2025-10-07,02:51,High
Anantapur,2025-01-19,01:00,Medium
Visakhapatnam,2025-04-02,09:54,High
Anantapur,2025-05-01,08:29,Medium
Krishna,2025-05-23,21:50,Low
Krishna,2025-02-19,10:31,High
East Godavari,2025-07-08,01:19,Medium
Chittoor,2025-01-03,19:37,Medium
YSR Kadapa,2025-06-28,13:53,Low
Prakasam,2025-02-23,06:27,Medium
East Godavari,2025-03-02,12:20,Low
Kurnool,2025-11-28,08:26,High
West Godavari,2025-02-28,00:49,Medium
Kurnool,2025-08-19,21:10,High
Visakhapatnam,2025-09-01,13:49,High
Chittoor,2025-11-19,10:59,Low
YSR Kadapa,2025-12-08,15:20,Low
Nellore,2025-02-26,04:53,High
Krishna,2025-02-01,18:19,High
Guntur,2025-03-16,03:32,High
Krishna,2025-01-20,22:08,Low
Prakasam,2025-07-13,08:06,Low
Chittoor,2025-11-07,01:11,High
Nellore,2025-05-14,20:30,High
Anantapur,2025-12-17,09:57,Low
Anantapur,2025-01-18,06:18,Medium
Anantapur,2025-03-18,22:20,Low
Visakhapatnam,2025-11-23,16:06,High
Srikakulam,2025-01-20,19:54,Low
Vizianagaram,2025-12-23,19:37,High
Srikakulam,2025-04-12,04:09,High
East Godavari,2025-04-06,19:18,High
Srikakulam,2025-08-20,06:46,Medium
Vizianagaram,2025-07-03,09:35,High
Srikakulam,2025-04-06,01:15,Low
Guntur,2025-10-05,05:57,Medium
Prakasam,2025-08-20,20:45,Low
Anantapur,2025-08-20,22:19,High
Guntur,2025-12-08,16:26,High
Nellore,2025-05-15,02:08,High
Guntur,2025-07-06,22:54,Medium
Vizianagaram,2025-02-04,11:48,Low
Kurnool,2025-02-07,09:39,Medium
YSR Kadapa,2025-12-14,14:31,High
East Godavari,2025-04-23,14:56,Medium
Srikakulam,2025-02-13,06:12,Low
Srikakulam,2025-04-11,17:20,High
Visakhapatnam,2025-11-16,16:53,Low
Krishna,2025-04-28,12:34,Medium
Prakasam,2025-12-26,07:29,Medium
Prakasam,2025-12-10,15:29,Medium
West Godavari,2025-04-23,18:28,High
Guntur,2025-08-18,10:19,High
East Godavari,2025-01-16,15:22,Medium
Prakasam,2025-09-23,15:57,Low
Prakasam,2025-12-11,23:45,Low
Krishna,2025-12-03,16:53,Low
Krishna,2025-07-04,06:22,Low
Anantapur,2025-06-10,22:44,High
Visakhapatnam,2025-06-20,10:03,Medium
Srikakulam,2025-09-19,22:57,Medium
Anantapur,2025-09-27,18:32,Low
Srikakulam,2025-03-27,19:38,High
Nellore,2025-03-26,17:07,High
Nellore,2025-02-18,18:09,High
Prakasam,2025-11-11,14:20,Low
Prakasam,2025-04-08,16:23,Medium
YSR Kadapa,2025-02-04,02:51,Low
Krishna,2025-06-19,07:17,Medium
Guntur,2025-11-25,02:22,Low
Anantapur,2025-08-25,14:52,Low
Prakasam,2025-03-13,17:15,Medium
Vizianagaram,2025-08-02,04:25,Low
Krishna,2025-02-04,22:30,Low
East Godavari,2025-07-14,11:50,High
Nellore,2025-04-10,21:59,Low
Prakasam,2025-10-05,10:18,High
Srikakulam,2025-07-17,23:56,High
Srikakulam,2025-10-19,05:39,Low
Chittoor,2025-05-17,19:54,Medium
Krishna,2025-05-19,04:50,Low
Visakhapatnam,2025-06-10,14:38,High
YSR Kadapa,2025-07-11,05:59,High
East Godavari,2025-03-17,17:23,High
East Godavari,2025-02-22,18:11,Low
Krishna,2025-06-06,08:45,Low
Vizianagaram,2025-10-23,22:29,Low
Prakasam,2025-12-18,08:37,Low
Vizianagaram,2025-04-25,15:58,High
West Godavari,2025-12-04,03:27,High
Prakasam,2025-07-09,19:52,Medium
Prakasam,2025-06-19,07:24,Low
Kurnool,2025-03-26,16:03,High
Kurnool,2025-02-27,22:57,Medium
Chittoor,2025-02-02,12:01,Low
Chittoor,2025-04-02,09:58,High
West Godavari,2025-09-21,02:13,Medium
West Godavari,2025-05-27,05:01,Low
Krishna,2025-03-23,01:31,High
YSR Kadapa,2025-09-08,09:58,High
Srikakulam,2025-07-06,00:25,High
West Godavari,2025-09-25,09:21,Low
Visakhapatnam,2025-06-10,22:59,Medium
Nellore,2025-10-19,04:26,High
Vizianagaram,2025-08-13,20:37,High
West Godavari,2025-03-11,08:26,Medium
Visakhapatnam,2025-06-02,21:32,High
Kurnool,2025-04-20,16:45,Medium
Srikakulam,2025-04-01,19:59,Medium
Vizianagaram,2025-04-06,00:10,Medium
Prakasam,2025-12-19,02:26,Medium
West Godavari,2025-04-17,18:28,High
Srikakulam,2025-10-15,13:03,High
Srikakulam,2025-04-03,08:33,Medium
YSR Kadapa,2025-06-14,16:19,High
Krishna,2025-12-13,06:57,Low
Guntur,2025-07-02,06:10,High
Anantapur,2025-06-23,21:39,Medium
Chittoor,2025-05-14,09:03,High
West Godavari,2025-06-04,05:11,Medium
East Godavari,2025-04-11,22:31,Medium
Nellore,2025-03-28,03:52,High
Visakhapatnam,2025-05-18,11:20,Medium
Krishna,2025-09-03,08:59,Low
Kurnool,2025-04-12,03:54,Medium
Anantapur,2025-11-08,02:57,Medium
East Godavari,2025-01-27,08:30,Medium
Chittoor,2025-11-17,21:41,High
Krishna,2025-09-21,17:20,High
Prakasam,2025-11-14,19:24,Medium
West Godavari,2025-05-05,21:05,Medium
Nellore,2025-11-13,02:31,Low
Nellore,2025-09-16,15:45,Low
Nellore,2025-02-21,20:41,Medium
Krishna,2025-12-26,12:29,High
Visakhapatnam,2025-11-26,17:32,High
Krishna,2025-06-24,13:37,Medium
YSR Kadapa,2025-02-18,23:16,Medium
Srikakulam,2025-12-19,05:12,Medium
East Godavari,2025-02-03,10:42,Medium
Kurnool,2025-08-27,15:55,Medium
West Godavari,2025-06-02,11:42,Low
Krishna,2025-03-09,04:16,Medium
Nellore,2025-06-06,00:24,Medium
Kurnool,2025-08-28,02:09,High
West Godavari,2025-05-13,23:25,Medium
Prakasam,2025-12-14,18:22,Low
YSR Kadapa,2025-08-13,15:04,Low
Nellore,2025-01-11,07:53,Medium
Kurnool,2025-12-02,08:56,High
Krishna,2025-05-03,02:15,Low
Guntur,2025-06-23,00:20,High
Vizianagaram,2025-02-07,07:40,Low
East Godavari,2025-06-05,08:40,Medium
Nellore,2025-12-12,00:35,High
YSR Kadapa,2025-09-09,16:18,Low
Nellore,2025-06-07,20:31,Low
Krishna,2025-07-13,12:35,Low
Srikakulam,2025-10-10,23:20,Medium
Vizianagaram,2025-01-15,00:23,High
Vizianagaram,2025-05-05,04:51,High
Chittoor,2025-07-02,06:33,High
YSR Kadapa,2025-11-22,18:20,Medium
Guntur,2025-12-17,07:56,Medium
East Godavari,2025-10-14,21:36,Low
Krishna,2025-03-15,21:15,Medium
Nellore,2025-05-09,12:07,Low
Guntur,2025-05-19,19:10,High
Krishna,2025-11-06,14:51,Low
YSR Kadapa,2025-08-27,13:32,High
YSR Kadapa,2025-01-07,01:33,Medium
Visakhapatnam,2025-10-12,13:28,Low
Guntur,2025-06-08,13:28,Medium
Vizianagaram,2025-06-24,05:30,Medium
Vizianagaram,2025-03-08,09:52,Medium
YSR Kadapa,2025-05-14,05:45,Medium
Krishna,2025-06-10,00:45,Low
Srikakulam,2025-03-11,02:35,Medium
Chittoor,2025-12-13,09:03,Medium
Chittoor,2025-11-16,13:42,High
Visakhapatnam,2025-01-21,21:00,Low
Nellore,2025-09-12,23:24,Low
Prakasam,2025-12-28,15:26,Medium
Vizianagaram,2025-10-25,17:00,High
YSR Kadapa,2025-01-07,16:20,Low
Vizianagaram,2025-08-01,04:39,Medium
Kurnool,2025-05-27,00:13,Low
East Godavari,2025-06-27,17:52,Medium
West Godavari,2025-07-24,03:11,Low
East Godavari,2025-10-25,13:45,High
Srikakulam,2025-11-02,13:17,High
Nellore,2025-04-04,12:31,High
YSR Kadapa,2025-06-17,06:11,Low
Vizianagaram,2025-11-23,15:34,Low
West Godavari,2025-02-24,17:37,Low
Guntur,2025-11-25,21:23,Medium
YSR Kadapa,2025-08-26,12:56,Medium
Nellore,2025-10-23,16:20,High
Chittoor,2025-01-17,12:04,Low
Visakhapatnam,2025-06-20,21:58,High
West Godavari,2025-10-14,16:01,Low
West Godavari,2025-09-11,22:41,High
West Godavari,2025-07-19,03:04,Low
Kurnool,2025-05-01,00:52,Medium
Kurnool,2025-08-03,09:31,High
Krishna,2025-10-13,11:53,High
Visakhapatnam,2025-12-23,20:33,Low
Guntur,2025-10-11,10:08,High
West Godavari,2025-04-09,03:18,Low
Krishna,2025-10-01,05:55,High
West Godavari,2025-02-24,05:37,High
YSR Kadapa,2025-04-17,14:34,High
Guntur,2025-01-18,14:49,Low
Vizianagaram,2025-11-08,01:29,Medium
Vizianagaram,2025-06-12,21:07,Low
Visakhapatnam,2025-04-19,12:01,Medium
Prakasam,2025-09-13,07:01,High
Kurnool,2025-03-03,03:35,High
Krishna,2025-01-23,03:46,Low
Anantapur,2025-12-08,03:21,High
East Godavari,2025-05-26,11:33,Low
Srikakulam,2025-06-18,17:59,Medium
Nellore,2025-07-17,11:56,High
East Godavari,2025-01-01,23:06,High
YSR Kadapa,2025-02-11,03:36,High
Anantapur,2025-06-13,01:21,Medium
YSR Kadapa,2025-05-01,02:36,Low
Prakasam,2025-10-27,06:57,Low
Krishna,2025-04-10,04:00,Low
Anantapur,2025-11-15,17:47,High
Visakhapatnam,2025-12-18,19:28,Medium
Kurnool,2025-01-11,22:32,Medium
West Godavari,2025-09-08,14:29,Low
East Godavari,2025-06-19,08:52,Low
West Godavari,2025-12-13,05:51,High
Kurnool,2025-11-25,13:43,High
Prakasam,2025-04-25,17:37,High
Srikakulam,2025-07-24,06:26,High
Visakhapatnam,2025-07-26,20:03,Medium
East Godavari,2025-01-01,09:05,Low
Nellore,2025-09-07,16:17,High
Srikakulam,2025-01-18,06:29,Low
Vizianagaram,2025-05-28,07:10,Low
Anantapur,2025-10-07,08:23,Medium
Krishna,2025-07-06,04:10,High
Srikakulam,2025-12-19,09:28,Medium
YSR Kadapa,2025-01-02,19:15,High
Kurnool,2025-10-01,16:53,Medium
Kurnool,2025-06-26,10:24,High
Visakhapatnam,2025-11-28,15:15,Medium
Guntur,2025-10-26,01:01,High
Prakasam,2025-07-19,16:19,Low
Chittoor,2025-08-02,16:29,High
Nellore,2025-08-12,03:49,Low
Anantapur,2025-01-20,08:09,Low
Guntur,2025-04-23,21:08,High
West Godavari,2025-10-20,00:17,Low
East Godavari,2025-01-03,15:40,High
Chittoor,2025-05-27,03:15,Low
Nellore,2025-12-06,23:26,High
Krishna,2025-07-25,03:58,High
Nellore,2025-07-05,20:24,High
Vizianagaram,2025-06-04,11:48,Medium
Krishna,2025-04-01,23:35,High
Kurnool,2025-05-12,00:00,High
Vizianagaram,2025-10-02,17:10,Low
East Godavari,2025-09-28,04:25,Medium
Visakhapatnam,2025-07-26,00:12,Medium
Srikakulam,2025-04-09,01:42,Medium
YSR Kadapa,2025-02-02,15:54,Low
Krishna,2025-06-05,02:26,High
Guntur,2025-02-02,17:21,Low
Krishna,2025-02-16,03:18,Low
YSR Kadapa,2025-08-04,22:14,Low
Chittoor,2025-10-16,05:48,High
Kurnool,2025-04-14,04:19,Low
Srikakulam,2025-01-21,09:29,Medium
Visakhapatnam,2025-10-23,10:39,High
YSR Kadapa,2025-05-18,16:20,High
Chittoor,2025-11-11,22:35,Medium
East Godavari,2025-04-14,00:46,Low
Visakhapatnam,2025-01-07,03:54,Medium
Vizianagaram,2025-03-03,22:49,High
West Godavari,2025-08-05,14:44,Medium
Krishna,2025-08-20,19:51,High
Vizianagaram,2025-09-18,20:37,High
YSR Kadapa,2025-08-18,08:16,Medium
Nellore,2025-11-28,18:53,Medium
Prakasam,2025-07-22,17:31,Low
West Godavari,2025-05-01,07:40,Medium
Prakasam,2025-03-10,12:13,Low
Nellore,2025-05-10,10:09,High
YSR Kadapa,2025-01-04,02:09,High
Guntur,2025-07-13,16:36,High
Vizianagaram,2025-11-12,18:46,High
Visakhapatnam,2025-12-05,21:20,Medium
YSR Kadapa,2025-12-11,15:36,Medium
West Godavari,2025-02-03,19:31,Medium
East Godavari,2025-10-28,08:01,Medium
Chittoor,2025-03-13,19:20,High
Kurnool,2025-06-27,19:25,Medium
Guntur,2025-12-02,00:05,Medium
Anantapur,2025-09-10,01:09,Low
Vizianagaram,2025-11-16,01:50,High
Vizianagaram,2025-05-28,00:17,Low
Visakhapatnam,2025-02-21,03:13,Low
Nellore,2025-09-27,08:02,High
East Godavari,2025-05-08,02:19,Medium
Anantapur,2025-08-06,18:41,Low
Kurnool,2025-02-16,04:14,Low
Guntur,2025-11-12,08:17,High
Kurnool,2025-02-21,15:36,High
YSR Kadapa,2025-01-25,22:35,High
Vizianagaram,2025-07-04,17:36,Medium
Chittoor,2025-12-22,16:48,High
Nellore,2025-02-19,06:43,Low
Visakhapatnam,2025-05-07,12:08,High
Guntur,2025-01-23,12:51,Low
Kurnool,2025-04-24,19:20,Medium
Anantapur,2025-10-04,16:19,Medium
East Godavari,2025-05-08,02:55,Low
Prakasam,2025-03-21,05:39,Medium
